bigg_reaction_id	bigg_reaction_name	bigg_reaction_string
THRt4	L-threonine  via sodium symport	na1_e + thr__L_e <-> na1_c + thr__L_c
TMAOR2e	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	2dmmql8_c + h_e + tmao_e <-> 2dmmq8_c + h2o_e + tma_e
BIOMASS_Ecoli_core_w_GAM	Biomass Objective Function with GAM	1.496 3pg_c + 3.7478 accoa_c + 59.81 atp_c + 0.361 e4p_c + 0.0709 f6p_c + 0.129 g3p_c + 0.205 g6p_c + 0.2557 gln__L_c + 4.9414 glu__L_c + 59.81 h2o_c + 3.547 nad_c + 13.0279 nadph_c + 1.7867 oaa_c + 0.5191 pep_c + 2.8328 pyr_c + 0.8977 r5p_c <-> 59.81 adp_c + 4.1182 akg_c + 3.7478 coa_c + 59.81 h_c + 3.547 nadh_c + 13.0279 nadp_c + 59.81 pi_c
NADH16	NADH dehydrogenase (ubiquinone-8 & 3 protons)	4.0 h_c + nadh_c + q8_c <-> 3.0 h_e + nad_c + q8h2_c
13PPDH	1,3-propanediol dehydrogenase	3hppnl_c + h_c + nadh_c <-> 13ppd_c + nad_c
ACLS_a	Acetolactate synthase	h_c + pyr_c + thmpp_c <-> co2_c + hethmpp_c
ACTDa	Acetoin dehydrogenase	actn__R_c + nadp_c <-> diact_c + h_c + nadph_c
ARAT	Methionine transaminase	4met2obut_c + glu__L_c <-> akg_c + h_c + met__L_c
ARD_1	Acireductone dioxygenase	dhmtp_c + o2_c <-> 4met2obut_c + for_c + h_c
BZt	Benzoate transport (diffusion)	bz_e <-> bz_c
CITt4_1	Citrate transport via sodium symport	cit_e + na1_e <-> cit_c + na1_c
CPC5MT	Precorrin-5 C1-methyltransferase	amet_c + copre5_c + h2o_c <-> acald_c + ahcys_c + copre6_c + h_c
CYRDAR2	Cob(II)yrinic acid a,c-diamide reductase (fmn-dependent)	2.0 co2dam_c + fmnh2_c <-> 2.0 co1dam_c + fmn_c + 2.0 h_c
DACTt3	Diacetyl transport out via proton antiport	diact_c + h_e <-> diact_e + h_c
FFSD1r	Beta-fructofuranosidase	h2o_c + tre6p_c <-> fru_c + g6p_c
HPACt2r	Ydroxyphenylacetate transport in via proton symporter	4hphac_e + h_e <-> 4hphac_c + h_c
INS2D	Inositol 2-dehydrogenase	inost_c + nad_c <-> 2ins_c + h_c + nadh_c
NADHNQR	NADH: quinone oxidoreductas, NQR-type	4.0 h_c + na1_c + nadh_c + q8_c <-> 3.0 h_p + na1_p + nad_c + q8h2_c
BIOMASS_	Biomass	0.007 adphep_LD_c + 0.621 ala__L_c + 0.306 arg__L_c + 0.204 asn__L_c + 0.31 asp__L_c + 71.785 atp_c + 0.0013 clpn160_p + 0.0004 clpn161_p + 0.0002 clpn181_p + 0.117 ctp_c + 0.078 cys__L_c + 0.017 datp_c + 0.022 dctp_c + 0.022 dgtp_c + 0.142 dtdprmn_c + 0.017 dttp_c + 0.011 gam6p_c + 0.251 gln__L_c + 0.304 glu__L_c + 0.539 gly_c + 0.124 gtp_c + 66.51913 h2o_c + 0.089 his__L_c + 0.199 ile__L_c + 0.005 kdo_c + 0.383 leu__L_c + 0.0204 lipidA_c + 0.239 lys__L_c + 0.053 man1p_c + 0.095 met__L_c + 0.011 murein5px4p_p + 0.02952 pe160_p + 0.01148 pe160_c + 0.00936 pe161_p + 0.00364 pe161_c + 0.00576 pe181_p + 0.00224 pe181_c + 0.001015 pg160_p + 0.001185 pg160_c + 0.000323 pg161_p + 0.000377 pg161_c + 0.000185 pg181_p + 0.000215 pg181_c + 0.211 phe__L_c + 0.191 pro__L_c + 0.444 ser__L_c + 0.265 thr__L_c + 0.066 trp__L_c + 0.0408 ttdca_c + 0.066 tyr__L_c + 0.003 udpg_c + 0.076 udpgal_c + 0.001 udpgalur_c + 0.107 utp_c + 0.319 val__L_c <-> 71.7 adp_c + 71.7 h_c + 71.7 pi_c + 0.51169 ppi_c
ASNTRS_1	Asparaginyl tRNA synthetase	atp_c + asn__L_c + trnaasn_c <-> h_c + ppi_c + amp_c + asntrna_c
AEPabcpp	AEP transport via ABC system periplasm 	h2o_c + atp_c + 2ameph_p <-> adp_c + pi_c + h_c + 2ameph_c
PALDH	Phosphonoacetaldehyde hydrolase	h2o_c + Pald_c <-> pi_c + acald_c
4hoxpactex	4 hydroxyphenylacetate transport via diffusion extracellular to periplasm 	4hoxpac_e <-> 4hoxpac_p
4HOXPACt2pp_1	4 hydroxyphenylacetate transport in via proton symport periplasm 	h_p + 4hoxpac_p <-> h_c + 4hoxpac_c
34DHPACDO	3 4 dihydroxyphenylacetate 2 3 dioxygenase	o2_c + 34dhpacet_c <-> h_c + 5cmhmsa_c
12PPDRDH	 R Propane 1 2 diol dehydratase	12ppd__R_c <-> h2o_c + ppal_c
CODSCL4MT	Cobalt precorrin 4 methyltransferase	amet_c + copre4_c <-> h_c + ahcys_c + codscl5a_c
CODSCL5DA	Cobalt precorrin 5a deacetylation	h2o_c + codscl5a_c <-> h_c + acald_c + codscl5b_c
CODSCL6BMT	Cobalt precorrin 6b methyltransferase	amet_c + codhpre6_c <-> h_c + ahcys_c + codscl7_c
CODSCL7MTDC	Cobalt precorrin 7 methyltransferase decarboxylase	amet_c + codscl7_c <-> co2_c + ahcys_c + codscl8x_c
CODSCL8XI	Cobalt precorrin 8x isomerase	codscl8x_c <-> cobya_c
COBNAD	Cobyrinate amidation	2.0 h2o_c + 2.0 atp_c + 2.0 gln__L_c + cobya_c <-> cob2nda_c + 2.0 adp_c + 2.0 pi_c + 2.0 h_c + 2.0 glu__L_c
COB1NDAAT1	Cob I yrinate a c diamide adenosyltransferase 1	h_c + atp_c + cob1nda_c <-> pppi_c + adcob1nda_c
ADCOBNSYN	Adenosylcobyric acid synthase	4.0 h2o_c + 4.0 atp_c + 4.0 gln__L_c + adcob1nda_c <-> adcobn_c + 4.0 adp_c + 4.0 pi_c + 4.0 h_c + 4.0 glu__L_c
LTHRK	L threonine kinase	atp_c + thr__L_c <-> adp_c + h_c + thrp_c
THRPDC	L threonine phosphate decarboxylase	h_c + thrp_c <-> co2_c + applp_c
ADOCBIPS	Adenosyl cobinamide phosphate synthase	atp_c + adcobn_c + applp_c <-> adp_c + pi_c + h_c + adocbip_c
REMNANT1tex	Residual atoms of reaction DMBZIDSYN transport via diffusion extracellular to periplasm 	remnant1_e <-> remnant1_p
colipa20Oagtex	O antigen x20 core oligosaccharide lipid A transport periplasm to extracellular 	colipa20Oag_p <-> colipa20Oag_e
udcdp20OagLpp	O antigen x20 ligase periplasm 	colipa_p + udcdp20Oag_p <-> h_p + udcpdp_p + colipa20Oag_p
udcdpgalrmnmanabetpp	Undecaprenyl diphosphate galactose rhamnose mannose abequose flippase cytoplasm to periplasm 	udcdpgalrmnmanabe_c <-> udcdpgalrmnmanabe_p
ORLT	Rhamnosyl transferase LPS O antigen biosynthesis 	dtdprmn_c + udcdpgal_c <-> h_c + dtdp_c + udcdpgalrmn_c
OMLT	Mannosyl transferase LPS O antigen biosynthesis 	gdpmann_c + udcdpgalrmn_c <-> h_c + gdp_c + udcdpgalrmnman_c
OALT	Abequosyl transferase LPS O antigen biosynthesis 	udcdpgalrmnman_c + cdpabeq_c <-> h_c + cdp_c + udcdpgalrmnmanabe_c
OAP1pp	O antigen polymerase 1 periplasm 	2.0 udcdpgalrmnmanabe_p <-> h_p + udcpdp_p + udcdp2Oag_p
OAP3pp	O antigen polymerase 3 periplasm 	udcdpgalrmnmanabe_p + udcdp3Oag_p <-> h_p + udcpdp_p + udcdp4Oag_p
OAP8pp	O antigen polymerase 8 periplasm 	udcdpgalrmnmanabe_p + udcdp8Oag_p <-> h_p + udcpdp_p + udcdp9Oag_p
OAP12pp	O antigen polymerase 12 periplasm 	udcdpgalrmnmanabe_p + udcdp12Oag_p <-> h_p + udcpdp_p + udcdp13Oag_p
OAP14pp	O antigen polymerase 14 periplasm 	udcdpgalrmnmanabe_p + udcdp14Oag_p <-> h_p + udcpdp_p + udcdp15Oag_p
OAP16pp	O antigen polymerase 16 periplasm 	udcdpgalrmnmanabe_p + udcdp16Oag_p <-> h_p + udcpdp_p + udcdp17Oag_p
OAP18pp	O antigen polymerase 18 periplasm 	udcdpgalrmnmanabe_p + udcdp18Oag_p <-> h_p + udcpdp_p + udcdp19Oag_p
OAP19pp	O antigen polymerase 19 periplasm 	udcdpgalrmnmanabe_p + udcdp19Oag_p <-> h_p + udcpdp_p + udcdp20Oag_p
CDPGLC46DH	CDP glucose 4 6 dehydratase	cdpglc_c <-> h2o_c + cdp4dh6doglc_c
SALCHS4tex	Salmochelin S4 transport secretion periplasm 	h_p + salchs4_p <-> h_c + salchs4_e
SALCHSXtpp	Salmochelin SX facilitated transport periplasm 	salchsx_p <-> salchsx_c
OAADCS	Oxaloacetate decarboxylase sodium pump	2.0 na1_c + h_c + oaa_c <-> co2_c + pyr_c + 2.0 na1_p
CITt4pp	Citrate transport via sodium symport periplasm 	2.0 na1_p + cit_p <-> cit_c + 2.0 na1_c
CITtupp	Citrate transport periplasm 	cit_p <-> cit_c
TETDHpp2	Tetrathionate Dehydrogenase Demethylmenaquinol 8 periplasm 	2dmmql8_c + tet_p <-> 2dmmq8_c + 2.0 h_p + 2.0 tsul_p
TSULDHpp2	Thiosulfate Dehydrogenase Demethylmenaquinol 8  periplasm 	2.0 h_p + 2dmmql8_c + tsul_p <-> so3_p + 2dmmq8_c + h2s_p + 2.0 h_c
TSULDHpp3	Thiosulfate Dehydrogenase ubiquinone 8  periplasm 	2.0 h_p + q8h2_c + tsul_p <-> q8_c + so3_p + h2s_p + 2.0 h_c
AIRSK	Aminoimidazole riboside kinase	atp_c + airs_c <-> adp_c + h_c + air_c
REMNANT1tpp	Residual atoms of reaction DMBZIDSYN facilitated transport periplasm 	remnant1_p <-> remnant1_c
PEPtex	Phosphoenolpyruvate transport via diffusion extracellular to periplasm 	pep_e <-> pep_p
TARTRDtpp	D Tartrate facilitated transport periplasm 	tartr__D_p <-> tartr__D_c
FEROXBFEabcpp	Ferrioxamine B fe transport via ABC system periplasm 	h2o_c + atp_c + feroxBfe_p <-> adp_c + pi_c + h_c + feroxBfe_c
FEROXEFEabcpp	Ferrioxamine E fe transport via ABC system periplasm 	h2o_c + atp_c + feroxEfe_p <-> adp_c + pi_c + h_c + feroxEfe_c
FEROXGFEabcpp	Ferrioxamine G fe transport via ABC system periplasm 	h2o_c + atp_c + feroxGfe_p <-> adp_c + pi_c + h_c + feroxGfe_c
FEROXGFEtonex	Ferrioxamine G fe transport via ton system extermal 	h_p + feroxGfe_e <-> h_c + feroxGfe_p
FEROXEtex	Ferrioxamine E transport via diffusion extracellular to periplasm 	feroxE_e <-> feroxE_p
FEROXBtpp	Ferrioxamine B facilitated transport periplasm 	feroxB_p <-> feroxB_c
FEROXGtpp	Ferrioxamine G facilitated transport periplasm 	feroxG_p <-> feroxG_c
UDCPAT	Abequosyl transferase	cdpabeq_c + udcpgrm_c <-> h_c + cdp_c + udcpo4_c
UDCPRT	Rhamnosyl transferase	dtdprmn_c + udcpg_c <-> h_c + dtdp_c + udcpgr_c
UDCPGT	Undecaprenol-phosphate galactosephosphotransferase	2.0 h_c + udcpp_c + udpgal_c <-> ump_c + udcpg_c
OAO5t3ex	O-antigen unit (O5) translocase	udcpo5_p <-> udcpo5_e
OAO5t3pp	O-antigen unit (O5) translocase	h_p + udcpo5_c <-> h_c + udcpo5_p
TTONtex	Trithionate transport	tton_e <-> tton_p
BIOMASS_iRR1083	Biomass equation from http://www.biomedcentral.com/1752-0509/3/38	59.964348 atp_c + 53.303945 h2o_c + 1.498961 gly_c + 0.748399 ala__L_c + 0.374015 asp__L_c + 0.349831 thr__L_c + 0.317225 ser__L_c + 0.311404 lys__L_c + 0.284577 val__L_c + 0.272689 asn__L_c + 0.256971 pro__L_c + 0.256058 glu__L_c + 0.206491 leu__L_c + 0.200228 gln__L_c + 0.186332 gtp_c + 0.166895 ctp_c + 0.154549 utp_c + 0.13874 phe__L_c + 0.130805 arg__L_c + 0.104726 met__L_c + 0.087887 trp__L_c + 0.087361 ile__L_c + 0.067143 his__L_c + 0.05 5mthf_c + 0.049404 peptido_ST_p + 0.040246 tyr__L_c + 0.035 ptrc_c + 0.028567 dgtp_c + 0.028567 dctp_c + 0.027476 glycogen_c + 0.026137 dttp_c + 0.026137 datp_c + 0.017197 cys__L_c + 0.007 spmd_c + 0.003 udpg_c + 0.00215 nad_c + 0.001531 pe2_ST_p + 0.001 amp_c + 0.000937 colipaOA_e + 0.00042 pg2_ST_p + 0.0004 nadph_c + 0.000188 12dgr2_ST_p + 0.00013 nadp_c + 5e-05 nadh_c + 5e-05 accoa_c + 1.4e-05 clpn2_ST_p + 1e-05 fad_c + 6e-06 coa_c + 4e-06 ps2_ST_p + 4e-06 pa2_ST_p + 3e-06 succoa_c <-> 0.771532 ppi_c + 58.266936 h_c + 59.81 pi_c + 59.81 adp_c
peptido_ST	Peptido ST formation reaction	murein5p5p_p <-> 2.0 peptido_ST_p
pe2_ST	Membrane phosphatidylethanolamine composition based on http://www.biomedcentral.com/1752-0509/3/38	76.0 pe160_p + 14.0 pe140_p + 4.0 pe161_p + 3.0 pe181_p + 2.0 pe180_p <-> 2.0 pe2_ST_p
pg2_ST	Membrane phosphatidylglycerol composition based on http://www.biomedcentral.com/1752-0509/3/38	76.0 pg160_p + 14.0 pg140_p + 4.0 pg161_p + 3.0 pg181_p + 2.0 pg180_p <-> 2.0 pg2_ST_p
clpn2_ST	Membrane cardiolipin composition based on http://www.biomedcentral.com/1752-0509/3/38	76.0 clpn160_p + 14.0 clpn140_p + 4.0 clpn161_p + 3.0 clpn181_p + 2.0 clpn180_p <-> 2.0 clpn2_ST_p
ps2_ST	Membrane phosphatidylserine composition based on http://www.biomedcentral.com/1752-0509/3/38	76.0 ps160_c + 14.0 ps140_c + 4.0 ps161_c + 3.0 ps181_c + 2.0 ps180_c <-> 2.0 ps2_ST_p
OAL_ST	O-antigen ligase	colipa_p + OA_ST_p <-> h_p + udcpdp_p + colipaOA_e
OA5L_ST	O-antigen 5 polymerase with long chain	25.0 udcpo5_p <-> OA_ST_p + 24.0 h_p + 24.0 udcpdp_p
OA4VL_ST	O-antigen 4 polymerase with very long chain	100.0 udcpo4_p <-> OA_ST_p + 99.0 h_p + 99.0 udcpdp_p
OAO4t3pp	O-antigen translocase	udcpo4_c <-> udcpo4_p
ENTERHpp	Enterobactin hydrolase	h2o_c + enter_p <-> 23dhbzs3_p
SALCHS4FEHpp	Salmochelin s4 fe3 hydrolase	h2o_p + salchs4fe_p <-> salchs2fe_p
DHBSZ3FEexs	23dhbsz3 Fe III sequestration	fe3_e + 23dhbzs3_e <-> fe3dhbzs3_e
FEDHBZS3R1	Fe3dhbzs3 Fe III reduction and offloading	2.0 fe3dhbzs3_c + fadh2_c <-> fad_c + 2.0 h_c + 2.0 fe2_c + 2.0 23dhbzs3_c
FEDHBZS3R3	Fe3dhbzs3 Fe III reduction and offloading	2.0 fe3dhbzs3_c + rbflvrd_c <-> ribflv_c + 2.0 h_c + 2.0 fe2_c + 2.0 23dhbzs3_c
DHBZS3H	23DHBS polymer hydrolase	h2o_c + 23dhbzs3_c <-> 23dhbzs_c + 23dhbzs2_c
DHBZS2H	23DHBS polymer hydrolase	h2o_c + 23dhbzs2_c <-> 2.0 23dhbzs_c
FEROXBFER2	Ferrioxamine Fe III reduction and offloading	2.0 feroxBfe_c + fmnh2_c <-> fmn_c + 2.0 h_c + 2.0 fe2_c + 2.0 feroxB_c
FEROXEFER3	Ferrioxamine Fe III reduction and offloading	2.0 feroxEfe_c + rbflvrd_c <-> ribflv_c + 2.0 h_c + 2.0 fe2_c + 2.0 feroxE_c
FEROXGFER2	Ferrioxamine Fe III reduction and offloading	2.0 feroxGfe_c + fmnh2_c <-> fmn_c + 2.0 h_c + 2.0 fe2_c + 2.0 feroxG_c
GULNLtpp	L-gulonate transport	h_p + guln__L_p <-> h_c + guln__L_c
MUREINLPPTP	L,D-transpeptidase	lpp_p + murein5p5p_p <-> ala__D_p + murein_lpp_p
PROLPPOATPE160	O-acyl Transferase - murein	pe160_c + glyceryl_prolpp_c <-> 2agpe160_c + diglyceride_prolpp_c
PROLPPOATPG160	O-acyl Transferase - murein	pg160_c + glyceryl_prolpp_c <-> 2agpg160_c + diglyceride_prolpp_c
PROLPPGT160	Glyceryl Transferase - murein	pg160_c + prolpp_c <-> 2agpg160_c + glyceryl_prolpp_c
DMBZIDS	DMB synthase	ribflv_c <-> dmbzid_c
FOAMtrpp	Formamide transport	frmd_c <-> frmd_p
BIOMASS_Gm_GS15_WT_79p20M	Geobacter metallireducens biomass objective function (iAF987) - WT - with 79.20 GAM estimate	0.000223 10fthf_c + 0.000223 2dmmql8_c + 2.5e-05 2fe2s_c + 0.000248 4fe4s_c + 0.000223 5mthf_c + 0.000279 accoa_c + 0.000223 adocbl_c + 0.49649 ala__L_c + 0.000223 amet_c + 0.28589 arg__L_c + 0.23298 asn__L_c + 0.23298 asp__L_c + 79.298747 atp_c + 0.000116 bmocogdp_c + 2e-06 btn_c + 0.004954 ca2_c + 0.000223 chor_c + 0.004954 cl_c + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.075407 ctp_c + 0.000675 cu2_c + 0.088513 cys__L_c + 0.032312 datp_c + 0.047392 dctp_c + 0.047392 dgtp_c + 0.032312 dttp_c + 0.000223 fad_c + 0.013822 fe2_c + 0.254349 gln__L_c + 0.254349 glu__L_c + 0.592125 gly_c + 0.185024 glycogen_c + 0.121489 gtp_c + 74.030609 h2o_c + 0.000223 hemeO_c + 0.091566 his__L_c + 0.2808 ile__L_c + 0.18579 k_c + 0.43545 leu__L_c + 0.33167 lys__L_c + 3.1e-05 malcoa_c + 0.14854 met__L_c + 0.008257 mg2_c + 0.000223 mlthf_c + 0.000658 mn2_c + 7e-06 mobd_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001787 nad_c + 4.5e-05 nadh_c + 0.000112 nadp_c + 0.000335 nadph_c + 0.012386 nh4_c + 0.000307 ni2_c + 0.005125 pe140_c + 0.015467 pe160_c + 0.022649 pe161_c + 0.002327 pe181_c + 0.002372 pg140_c + 0.007159 pg160_c + 0.010483 pg161_c + 0.000357 pg181_c + 0.179062 phe__L_c + 0.000223 pheme_c + 0.213653 pro__L_c + 0.030683 ptrc_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.208566 ser__L_c + 0.000223 sheme_c + 0.004129 so4_c + 0.00607 spmd_c + 9.8e-05 succoa_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.245193 thr__L_c + 0.054939 trp__L_c + 0.13328 tyr__L_c + 5.5e-05 udcpdp_c + 0.081392 utp_c + 0.408993 val__L_c + 0.000325 zn2_c + 0.013207 gm1lipa_e + 0.00122 clpn140_p + 0.003683 clpn160_p + 0.005393 clpn161_p + 0.000215 clpn181_p + 0.001614 murein3p3p_p + 0.000726 murein3px4p_p + 0.006457 murein4p4p_p + 0.006538 murein4px4p_p + 0.000807 murein4px4px4p_p + 0.013178 pe140_p + 0.039773 pe160_p + 0.058241 pe161_p + 0.000905 pe181_p + 0.002021 pg140_p + 0.006098 pg160_p + 0.00893 pg161_p + 0.000419 pg181_p <-> 79.2 adp_c + 79.2 h_c + 79.195871 pi_c + 0.536443 ppi_c
BIOMASS_Gm_GS15_core_79p20M	Geobacter metallireducens biomass objective function (iAF987) - core - with 79.20 GAM estimate	0.000223 10fthf_c + 2.5e-05 2fe2s_c + 0.00025 4fe4s_c + 0.5142 ala__L_c + 0.000223 amet_c + 0.2961 arg__L_c + 0.2413 asn__L_c + 0.2413 asp__L_c + 79.302794 atp_c + 2e-06 btn_c + 0.005048 ca2_c + 0.005048 cl_c + 0.000168 coa_c + 2.4e-05 cobalt2_c + 0.0785 ctp_c + 0.000687 cu2_c + 0.09168 cys__L_c + 0.03363 datp_c + 0.04933 dctp_c + 0.04933 dgtp_c + 0.03363 dttp_c + 0.000223 fad_c + 0.014083 fe2_c + 0.2634 gln__L_c + 0.2634 glu__L_c + 0.6133 gly_c + 0.1265 gtp_c + 73.84599 h2o_c + 0.09484 his__L_c + 0.2908 ile__L_c + 0.1893 k_c + 0.451 leu__L_c + 0.3435 lys__L_c + 0.1538 met__L_c + 0.008413 mg2_c + 0.000223 mlthf_c + 0.00067 mn2_c + 7e-06 mobd_c + 7e-06 mocogdp_c + 0.000223 mql8_c + 0.001787 nad_c + 0.000112 nadp_c + 0.01262 nh4_c + 0.000313 ni2_c + 0.03673 pe160_c + 0.04192 pe161_c + 0.1855 phe__L_c + 0.000223 pheme_c + 0.2213 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.216 ser__L_c + 0.000223 sheme_c + 0.004206 so4_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.2539 thr__L_c + 0.0569 trp__L_c + 0.138 tyr__L_c + 5.5e-05 udcpdp_c + 0.08473 utp_c + 0.4236 val__L_c + 0.000331 zn2_c + 0.02337 kdo2lipid4_e + 0.01638 murein5px4p_p + 0.06821 pe160_p + 0.07785 pe161_p <-> 79.2 adp_c + 79.2 h_c + 79.19579 pi_c + 0.5584 ppi_c
EX_4hbald_e	4-Hydroxybenzaldehyde exchange	4hbald_e <-> 
EX_Lcyst_e	L-Cysteate exchange	Lcyst_e <-> 
EX_btoh_e	Butanol exchange	btoh_e <-> 
EX_bzal_e	Benzaldehyde exchange	bzal_e <-> 
EX_cro4_e	Chromate exchange	cro4_e <-> 
EX_elao_e	Electrode (oxidized) exchange	elao_e <-> 
EX_elcr_e	Cathode (reduced) exchange	elcr_e <-> 
EX_gm1lipa_e	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1) exchange	gm1lipa_e <-> 
EX_kdo2lipid4b_e	KDO(2)-lipid IV(B) exchange	kdo2lipid4b_e <-> 
EX_lipb_e	KDO(2)-lipid (B) exchange	lipb_e <-> 
EX_mn4_e	Mn4+ exchange	mn4_e <-> 
EX_n2_e	N2 exchange	n2_e <-> 
EX_oxa_e	Oxalate exchange	oxa_e <-> 
EX_ppoh_e	Propanol exchange	ppoh_e <-> 
EX_pta_e	Pentanoate exchange	pta_e <-> 
EX_tc7_e	Technetium(VII) exchange	tc7_e <-> 
EX_v4_e	Vanadium(IV) exchange	v4_e <-> 
2OBUTt2ipp	2-oxobutanoate transport out via proton symport (periplasm)	2obut_c + h_c <-> 2obut_p + h_p
3MMD	3-methylmalate dehydrogenase	nad_c + r3mmal_c <-> 2m3osuc_c + h_c + nadh_c
4HBAtex	4-hydroxy-benzyl alcohol transport via diffusion (extracellular to periplasm)	4hba_e <-> 4hba_p
4HBZR	4-hydroxybenzoylCoA reducatse	4hbzcoa_c + fdxr_42_c + 6.0 h_c <-> benzcoa_c + fdxo_42_c + h2o_c
5HBZIDMT	5-hydroxybenzimidazole methyltransferase	5hbzid_c + 2.0 amet_c + nadph_c <-> 2.0 ahcys_c + dmbzid_c + h_c + h2o_c + nadp_c
ACAFDOR	Acetaldehyde:ferredoxin oxidoreductase	acald_c + fdxo_42_c + h2o_c <-> ac_c + fdxr_42_c + 3.0 h_c
ACITL	ATP-Citrate lyase	atp_c + cit_c + coa_c <-> accoa_c + adp_c + oaa_c + pi_c
ACt2ipp	Acetate transport out via proton symport (periplasm)	ac_c + h_c <-> ac_p + h_p
ASO3t4pp	Arsenite transporter via sodium antiport (periplasm)	aso3_c + na1_p <-> na1_c + aso3_p
ASO4t4pp	Arsenate transporter via sodium antiport (periplasm)	aso4_c + na1_p <-> na1_c + aso4_p
ATPS10rpp	ATP synthase (10 protons for 3 ATP) (periplasm)	3.0 adp_c + 3.0 pi_c + 10.0 h_p <-> 3.0 atp_c + 7.0 h_c + 3.0 h2o_c
BCOALIG	Benzoate CoA ligase	atp_c + bz_c + coa_c + 4.0 h_c <-> amp_c + benzcoa_c + ppi_c
BCOALIG2	4-hydroxybenzoate--coenzyme A ligase	4hbz_c + atp_c + coa_c <-> 4hbzcoa_c + amp_c + ppi_c
BUTAFDOR	Butyraldehyde:ferredoxin oxidoreductase	btal_c + fdxo_42_c + h2o_c <-> but_c + fdxr_42_c + 3.0 h_c
BUTKr	Butyrate kinase	atp_c + but_c <-> adp_c + butpi_c
BUTt4pp	Butyrate transport via sodium symport (periplasm)	but_p + na1_p <-> but_c + na1_c
BZALCt2pp	Benzyl alcohol transport in via proton symport (periplasm)	bzalc_p + h_p <-> bzalc_c + h_c
BZALCtex	Benzyl alcohol transport via diffusion (extraorganism to periplasm)	bzalc_p <-> bzalc_e
BZSCD	Benzylsuccinyl-CoA dehydrogenase	bzsuccoa_c + fad_c <-> fadh2_c + phitcoa_c
BZSCT	Benzylsuccinate CoA-transferase	bzsucc_c + succoa_c <-> bzsuccoa_c + succ_c
CAMPP	3',5'-cyclic adenylate-2'-phosphate 2'-phosphatase	campp_c + h2o_c <-> camp_c + h_c + pi_c
CD2t4pp	Cadmium (Cd+2) transport out via proton antiport (periplasm)	cd2_c + h_p + k_p <-> h_c + k_c + cd2_p
CITCIa	Citramalate dehydratase	citm_c <-> citac_c + h2o_c
CODH4	Carbon monoxide dehydrogenase / acetyl-CoA synthase 2	co_c + fdxo_42_c + h2o_c <-> co2_c + fdxr_42_c + 2.0 h_c
CRESt2ipp	P-cresol transport out via proton antiport (periplasm)	4crsol_c + h_p <-> h_c + 4crsol_p
CREStex	P-cresol transport vis diffusion (extra-organism to periplasm)	4crsol_p <-> 4crsol_e
CRO4abcpp	Chromate transport via ABC system (periplasm)	atp_c + h2o_c + cro4_p <-> adp_c + cro4_c + h_c + pi_c
CSPMDDC	Carboxynorspermidine decarboxylase	cspmd_c + h_c <-> co2_c + spmd_c
CSPMDDH	Carboxyspermidine dehydrogenase	aspsa_c + h_c + nadph_c + ptrc_c <-> cspmd_c + h2o_c + nadp_c
CYTBMQOR2pp	Cytochrome b Menaquinone oxidoreductase	2.0 ficytb_c + mql8_c <-> 2.0 focytc_c + mqn8_c + 2.0 h_p
CYTMQOR3pp	Menaquinone cytochrome oxidoreductase (periplasmic) 3 proton translocated / 2e-	2.0 ficytC_c + h_c + mql8_c <-> 2.0 focytC_c + mqn8_c + 3.0 h_p
DADNC	Diadenylate cyclase	2.0 atp_c <-> cdiamp_c + 2.0 ppi_c
DHXFUTC	Dehypoxanthinylfutalosine cyclase	2.0 amet_c + dhxfut_c + 2.0 flxr_c <-> cdhxfut_c + 2.0 dad_5_c + 2.0 flxso_c + 2.0 met__L_c
DLTO	Succinyl:D-lactate coenzyme A transferase	lac__D_c + succoa_c <-> laccoa_c + succ_c
EDTXS1N	Endotoxin Synthesis (lauroyl transferase) (glucosediaminyl)	ddcaACP_c + kdo2lipid4n_c <-> ACP_c + kdo2lipid4Ln_c
ELCYTI	Electrode Cytochrome interaction - Cathode (Electrons In)	elcr_e + omclo_e <-> elco_e + omclr_e
ELCYTO	Electrode Cytochrome interaction - Anode (Electrons Out)	elao_e + omchr_e <-> elar_e + omcho_e
FACOAL40It2pp	Fatty-acid--CoA ligase (isobutanoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ibt_p <-> amp_c + h_c + ibcoa_c + ppi_c
FADMQOR	Menaquinone:FAD oxidoreductase	fadh2_c + mqn8_c <-> fad_c + mql8_c
FDH5r2pp	Formate Dehydrogenase (menaquinone-8) (periplasm) 2 protons	3.0 h_c + mqn8_c + for_p <-> mql8_c + co2_p + 2.0 h_p
FE2Gabcpp	Iron (II) transport via ABC system (GTP) (periplasm)	gtp_c + h2o_c + fe2_p <-> fe2_c + gdp_c + h_c + pi_c
FE3Gabcpp	Iron (III) transport via ABC system (GTP) (periplasm)	gtp_c + h2o_c + fe3_p <-> fe3_c + gdp_c + h_c + pi_c
