bigg_id	universal_bigg_id	name
lpchol_cho_c	lpchol_cho	Lysophosphatidylcholine
m2gacpail_cho_r	m2gacpail_cho	Dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)
m4mpdol_c	m4mpdol	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
m4mpdol_r	m4mpdol	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
m8mpdol_r	m8mpdol	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol
mag_cho_c	mag_cho	Monoacylglycerol 2
malcoa_e	malcoa	Malonyl CoA C24H33N7O19P3S
mem2emgacpail_cho_r	mem2emgacpail_cho	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)
mem2emgacpail_prot_cho_r	mem2emgacpail_prot_cho	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)
n2bdl4fn4m2masn_g	n2bdl4fn4m2masn	N2bdl4fn4m2masn[g]
n2cdl4n4m2masn_g	n2cdl4n4m2masn	N2cdl4n4m2masn[g]
n3rm2masn_g	n3rm2masn	N3rm2masn[g]
na1_r	na1	Sodium
nbl4fn4m2masn_g	nbl4fn4m2masn	Nbl4fn4m2masn[g]
nbl4n4m2masn_g	nbl4n4m2masn	Nbl4n4m2masn[g]
ncl4fn4m2masn_g	ncl4fn4m2masn	Ncl4fn4m2masn[g]
ndl4fn4m2masn_g	ndl4fn4m2masn	Ndl4fn4m2masn[g]
no2_l	no2	Nitrite
nrvnccoa_r	nrvnccoa	Nervonyl coenzyme A
oagd3_cho_c	oagd3_cho	9-O-Acetylated GD3
oagt3_cho_c	oagt3_cho	9-O-Acetylated GT3
ocdececrn_c	ocdececrn	11-octadecenoyl carnitine
pa_cho_c	pa_cho	Phosphatidate(2-)
pa_cho_r	pa_cho	Phosphatidate(2-)
pail34p_cho_n	pail34p_cho	1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)
pail35p_cho_g	pail35p_cho	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)
pail35p_cho_n	pail35p_cho	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)
pail3p_cho_c	pail3p_cho	1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)
pail3p_cho_r	pail3p_cho	1-phosphatidyl-1D-myo-inositol 3-phosphate(3-)
pail45p_cho_g	pail45p_cho	Phosphatidylinositol 4,5-bisphosphate
pail45p_cho_n	pail45p_cho	Phosphatidylinositol 4,5-bisphosphate
pail4p_cho_n	pail4p_cho	1-phosphatidyl-1D-myo-inositol 4-phosphate(3-)
pail5p_cho_c	pail5p_cho	1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)
pail5p_cho_r	pail5p_cho	1-phosphatidyl-1D-myo-inositol 5-phosphate(3-)
pchol_cho_m	pchol_cho	Phosphatidylcholine
pe_cho_e	pe_cho	Phosphatidylethanolamine
pect_e	pect	Pectins
peptide_c	peptide	TRNA charged with amino acids for peptide synthesis
pglyc_cho_e	pglyc_cho	Phosphatidylglycerol(1-)
pmtcoa_l	pmtcoa	Palmitoyl-CoA (n-C16:0CoA)
prpp_n	prpp	5-Phospho-alpha-D-ribose 1-diphosphate
ps_cho_e	ps_cho	Phosphatidylserine
psyl_e	psyl	Psyllium
psyltchol_e	psyltchol	Psyllium-taurocholic acid complex
s3l3fn3rm2masn_g	s3l3fn3rm2masn	S3l3fn3rm2masn[g]
s3l3n3m2masn_g	s3l3n3m2masn	S3l3n3m2masn[g]
s4l2n2bdl4n4m2masn_g	s4l2n2bdl4n4m2masn	S4l2n2bdl4n4m2masn[g]
s4l3n3l4fn4m2masn_g	s4l3n3l4fn4m2masn	S4l3n3l4fn4m2masn[g]
s4l4n4m2masn_g	s4l4n4m2masn	S4l4n4m2masn[g]
s4lnbl4fn4m2masn_g	s4lnbl4fn4m2masn	S4lnbl4fn4m2masn[g]
s4lndl4fn4m2masn_g	s4lndl4fn4m2masn	S4lndl4fn4m2masn[g]
sebcoa_c	sebcoa	Sebacoyl Coenzyme A
sebcoa_x	sebcoa	Sebacoyl Coenzyme A
selhcys_n	selhcys	Selenohomocysteine
slfcys_c	slfcys	S-Sulfo-L-cysteine
sphmyln_cho_e	sphmyln_cho	Sphingomyelin betaine
sprm_x	sprm	Spermine C10H30N4
strdnc_l	strdnc	Stearidonic acid C18:4, n-3
subeac_c	subeac	Suberic acid
subeac_x	subeac	Suberic acid
tag_cho_c	tag_cho	Triglyceride
tetdece1coa_m	tetdece1coa	Tetradecenoyl-CoA;(2E)-Tetradecenoyl-CoA
thbpt4acam_n	thbpt4acam	Tetrahydrobiopterin-4a-carbinolamine
thcrm_cho_c	thcrm_cho	Trihexosyl ceramide
tmndnc_r	tmndnc	Timnodonic acid C20:5, n-3
tmndnc_x	tmndnc	Timnodonic acid C20:5, n-3
udpgal_r	udpgal	UDPgalactose
urea_n	urea	Urea CH4N2O
wharachd_e	wharachd	W-hydroxyl arachidonic acid
xol7ah2al_c	xol7ah2al	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
xol7aone_m	xol7aone	7alpha-Hydroxycholest-4-en-3-one
xolest2_cho_c	xolest2_cho	Cholesterol ester
xylnact__D_c	xylnact__D	D-Xylonolactone
gtocophe_r	gtocophe	Gamma-Tocopherol
2tocdacp_c	2tocdacp	Trans Octadec 2 enoyl acyl carrier protein
3hdeacp_c	3hdeacp	3R  3 Hydroxydecanoyl acyl carrier protein
3hhacp_c	3hhacp	 3 Hydroxyhexanoyl acp
3hocdacp_c	3hocdacp	3R  3 Hydroxyoctadecanoyl acyl carrier protein
3htdacp_c	3htdacp	3R  3 Hydroxytetradecanoyl acyl carrier protein
3mba_c	3mba	3 methylbutanoic acid
3mbal_e	3mbal	3 methylbutanal
3oxdeacp_c	3oxdeacp	3 Oxodecanoyl acyl carrier protein
3oxhacp_c	3oxhacp	3 Oxohexanoyl acyl carrier protein
3oxocacp_c	3oxocacp	3 Oxooctanoyl acyl carrier protein
CPS_LLA_c	CPS_LLA	Polysaccharide units Lactis specific
LTAala_LLA_c	LTAala_LLA	Lipoteichoic acid  n16  with 038 ala substitutions 
PG_c	PG	Peptidoglycan
PROT_LLA_v3_c	PROT_LLA_v3	Protein for biomass  lactis specific  v3
acara_c	acara	N Acetoxyarylamine
acgala_e	acgala	N Acetyl D galactosamine
agly3p_LLA_c	agly3p_LLA	1 Acyl sn glycerol 3 phosphate  lactis specific 
cdprbtl_c	cdprbtl	CDPribitol
gmh7p_c	gmh7p	D Glycero D manno heptose 7 phosphate
haram_c	haram	N Hydroxyarylamine
ib_p_c	ib_p	Isobutyryl phosphate
iv_p_c	iv_p	Isovaleryl phosphate
malacp_c	malacp	Malonyl acyl carrier protein
pea_c	pea	Phenylethyl alcohol
pg_LLA_c	pg_LLA	Phospatidylglycerol  Lactis specific 
pyrimid_c	pyrimid	Pyrimidine
tdeacp_c	tdeacp	Tetradecanoyl acyl carrier protein
f_e	f	Fluoride
psuri_c	psuri	Pseudouridine
sf_c	sf	6-deoxy-6-sulphofructose
dt5hsu_c	dt5hsu	4-Deoxy-L-threo-5-hexosulose uronate
2hptcl_c	2hptcl	2-hydroxycyclohepta-1,4,6-triene-1-carboxylate
psuri_p	psuri	Pseudouridine
dhcholn_c	dhcholn	3?,12?-dihydroxy-7-oxo-5?-cholan-24-oate
sq_c	sq	Sulphoquinovose
mththf_e	mththf	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran
dxylnt_e	dxylnt	D-Xylonate
ch4_p	ch4	Methane
dhptdd_c	dhptdd	3-hydroxy-5-phosphonooxypentane-2,4-dione
dtgcl_c	dtgcl	2-hydroxyethyldisulfide
5phua_c	5phua	Phenylureidoacetic acid
urate_p	urate	Urate C5H4N4O3
cur_c	cur	Curcumin
2ddara_c	2ddara	2-dehydro-3-deoxy-D-arabinonate
nadhx__S_c	nadhx__S	Adenosine 5'-(3-{5-[(2S)-5-carbamoyl-2-hydroxy-3,4-dihydropyridin-1-yl]-5-deoxy-?-D-ribofuranosyl} dihydrogen diphosphate)
23doguln_p	23doguln	2,3-Dioxo-L-gulonate
mteo2_c	mteo2	Methanetelluronate
sq_p	sq	Sulphoquinovose
h2o_cx	h2o	H2O H2O
2pglyc_cx	2pglyc	2-Phosphoglycolate
h_cx	h	H+
bm_pro_c	bm_pro	Protein component of biomass
3pg_cx	3pg	3-Phospho-D-glycerate
bm_cofactors_c	bm_cofactors	Biomass metabolite: cofactors and ions
mppp9me_c	mppp9me	Magnesium protoporphyrin IX monomethyl ester
bm_dna_c	bm_dna	DNA component of biomass
3nphb_c	3nphb	3-Nonaprenyl-4-hydroxybenzoate
lipidAds2_c	lipidAds2	Lipid A Disaccharide (cyanobacterial)
tczcaro_c	tczcaro	9,15,9-tricis-zeta-Carotene
ttclyco_c	ttclyco	7,9,7,9-tetracis-Lycopene
phphbda_c	phphbda	Pheophorbide a
rcc_c	rcc	Red chlorophyll catabolite
thissh_c	thissh	Thiamine biosynthesis intermediate 5
accp_c	accp	Apo-carboxylase
quetrna_c	quetrna	Quenosine34 tRNA
12dgr1619Z160_c	12dgr1619Z160	1,2-Diacyl-sn-glycerol(16:1(9Z)/16:0)
mgdg1619Z160_c	mgdg1619Z160	1,2-Diacyl-3-O-galactosyl-sn-glycerol(16:1(9Z)/16:0)
mgdg1819Z160_c	mgdg1819Z160	Monogalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)
photon530_e	photon530	Photon (520nm-540nm)
photon550_e	photon550	Photon (540nm-560nm)
photon590_e	photon590	Photon (580nm-600nm)
photon650_e	photon650	Photon (640nm-660nm)
photon670_e	photon670	Photon (660nm-680nm)
pho_loss_c	pho_loss	Photon energy loss (heat/fluorescence)
colipacy_p	colipacy	O-antigen bound to core oligosaccharide lipid A (Synechococcus elongatus 7942)
chla_qy2_exc_c	chla_qy2_exc	Photosystem II excited chlorophyll A, Qy band (long wavelength)
p700_exc_um	p700_exc	PSI reaction center P700, excited
g2m8masn_c	g2m8masn	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
q9h2_m	q9h2	Ubiquinol-9
23dhdp_h	23dhdp	2,3-Dihydrodipicolinate
26dap__M_h	26dap__M	Meso-2,6-Diaminoheptanedioate
photon_h	photon	Light
acg5p_h	acg5p	N-Acetyl-L-glutamyl 5-phosphate
so4_h	so4	Sulfate
dhbpt_m	dhbpt	6,7-Dihydrobiopterin
hd912ea_c	hd912ea	(9Z,12Z)-hexadecadienoate
hd912coa_c	hd912coa	(9Z,12Z)-hexadecadienyl-CoA
hd6912ea_c	hd6912ea	(6Z,9Z,12Z)-hexadecatrienoate (C16:3)
utp_h	utp	UTP C9H11N2O15P3
1docos4710131619eg3p_c	1docos4710131619eg3p	1-4,7,10,13,16,19-Docosahexaenoyl-sn-glycerol-3-phosphate
pa1401819Z_c	pa1401819Z	1-tetradecanoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate
pa160205n3_c	pa160205n3	1-hexadecanoyl-2-5,8,11,14,17-eicosapentaenoyl-sn-glycerol-3-phosphate
pa1619Z226n3_c	pa1619Z226n3	1-9-hexadecenoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate
pa180160_c	pa180160	1-octadecanoyl-2-hexadecanoyl-sn-glycerol-3-phosphate
pa1819Z140_c	pa1819Z140	1-9-octadecenoyl-2-tetradecanoyl-sn-glycerol-3-phosphate
pa205n31619Z_c	pa205n31619Z	1-5,8,11,14,17-eicosapentaenoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate
pa226n31619Z_c	pa226n31619Z	1-4,7,10,13,16,19-docosahexaenoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate
pa226n31819Z_c	pa226n31819Z	1-4,7,10,13,16,19-docosahexaenoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate
12dgr140180_c	12dgr140180	1,2-Diacyl-sn-glycerol(14:0/18:0)
12dgr140226n3_c	12dgr140226n3	1,2-Diacyl-sn-glycerol(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
12dgr160140_c	12dgr160140	1,2-Diacyl-sn-glycerol(16:0/14:0)
12dgr1819Z180_c	12dgr1819Z180	1,2-Diacyl-sn-glycerol(18:1(9Z)/18:0)
12dgr205n31619Z_c	12dgr205n31619Z	1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))
12dgr205n3180_c	12dgr205n3180	1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)
12dgr226n3180_c	12dgr226n3180	1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)
pc1401819Z_c	pc1401819Z	Phosphatidylcholine(14:0/18:1(9Z))
pc140226n3_c	pc140226n3	Phosphatidylcholine(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
pc1601619Z_c	pc1601619Z	Phosphatidylcholine(16:0/16:1(9Z))
pc1601819Z_c	pc1601819Z	Phosphatidylcholine(16:0/18:1(9Z))
pc160226n3_c	pc160226n3	Phosphatidylcholine(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
pc180160_c	pc180160	Phosphatidylcholine(18:0/16:0)
pc1801819Z_c	pc1801819Z	Phosphatidylcholine(18:0/18:1(9Z))
pc1819Z205n3_c	pc1819Z205n3	Phosphatidylcholine(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pc205n31819Z_c	pc205n31819Z	Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))
pc205n3_c	pc205n3	Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pc226n3140_c	pc226n3140	Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)
pc226n3160_c	pc226n3160	Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)
pc226n3180_c	pc226n3180	Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)
pc226n31819Z_c	pc226n31819Z	Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))
pc160182n6_c	pc160182n6	Phosphatidylcholine(16:0/18:2(9Z,12Z))
pc1619Z182n6_c	pc1619Z182n6	Phosphatidylcholine(16:1(9Z)/18:2(9Z,12Z))
pc140183n3_c	pc140183n3	Phosphatidylcholine(14:0/18:3(9Z,12Z,15Z))
pc205n3183n3_c	pc205n3183n3	Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))
pc182n6184n3_c	pc182n6184n3	Phosphatidylcholine(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))
pc1819Z184n3_c	pc1819Z184n3	Phosphatidylcholine(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))
pc205n3184n3_c	pc205n3184n3	Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))
pc226n3184n3_c	pc226n3184n3	Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))
1agpc161_c	1agpc161	1-16:1(9Z)-2-lysophosphatidylcholine
1agpc182_c	1agpc182	1-18:2(9Z,12Z)-2-lysophosphatidylcholine
1agpc226_c	1agpc226	1-22:6(4Z,7Z,10Z,13Z,16Z,19Z)-2-lysophosphatidylcholine
eicos2coa_c	eicos2coa	(2E)-eicosenoyl-CoA
docos2coa_c	docos2coa	(2E)-docosenoyl-CoA
eicos8111417coa_c	eicos8111417coa	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA
pc140203n3_c	pc140203n3	Phosphatidylcholine(14:0/20:4(8Z,11Z,14Z,17Z))
pc180203n3_c	pc180203n3	Phosphatidylcholine(18:0/20:4(8Z,11Z,14Z,17Z))
pc182n6203n6_c	pc182n6203n6	Phosphatidylcholine(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))
pc140204n6_c	pc140204n6	Phosphatidylcholine(14:0/20:4(5Z,8Z,11Z,14Z))
pc160204n6_c	pc160204n6	Phosphatidylcholine(16:0/20:4(5Z,8Z,11Z,14Z))
pc1619Z204n6_c	pc1619Z204n6	Phosphatidylcholine(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))
pc205n3204n6_c	pc205n3204n6	Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))
pc1619Z225n3_c	pc1619Z225n3	Phosphatidylcholine(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))
pa1619Z182n6_c	pa1619Z182n6	1-9-hexadecenoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate
pa182n6160_c	pa182n6160	1-9,12-octadecadienoyl-2-hexadecanoyl-sn-glycerol-3-phosphate
pa182n61619Z_c	pa182n61619Z	1-9,12-octadecadienoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate
pa182n6180_c	pa182n6180	1-9,12-octadecadienoyl-2-octadecanoyl-sn-glycerol-3-phosphate
pa182n6226n3_c	pa182n6226n3	1-9,12-octadecadienoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate
pa160183n6_c	pa160183n6	1-hexadecanoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate
pa205n3183n6_c	pa205n3183n6	1-5,8,11,14,17-eicosapentaenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate
pa226n3183n6_c	pa226n3183n6	1-4,7,10,13,16,19-docosahexaenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate
pa140183n3_c	pa140183n3	1-tetradecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate
pa160183n3_c	pa160183n3	1-hexadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate
pa140204n6_c	pa140204n6	1-tetradecanoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate
pa205n3204n6_c	pa205n3204n6	1-5,8,11,14,17-eicosapentaenoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate
12dgr140182n6_c	12dgr140182n6	1,2-Diacyl-sn-glycerol(14:0/18:2(9Z,12Z))
12dgr180182n6_c	12dgr180182n6	1,2-Diacyl-sn-glycerol(18:0/18:2(9Z,12Z))
12dgr182n6160_c	12dgr182n6160	1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/16:0)
12dgr182n61819Z_c	12dgr182n61819Z	1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:1(9Z))
12dgr182n6205n3_c	12dgr182n6205n3	1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))
12dgr140183n6_c	12dgr140183n6	1,2-Diacyl-sn-glycerol(14:0/18:3(6Z,9Z,12Z))
12dgr160183n6_c	12dgr160183n6	1,2-Diacyl-sn-glycerol(16:0/18:3(6Z,9Z,12Z))
12dgr1619Z183n6_c	12dgr1619Z183n6	1,2-Diacyl-sn-glycerol(16:1(9Z)/18:3(6Z,9Z,12Z))
12dgr182n6183n6_c	12dgr182n6183n6	1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))
12dgr160183n3_c	12dgr160183n3	1,2-Diacyl-sn-glycerol(16:0/18:3(9Z,12Z,15Z))
12dgr182n6183n3_c	12dgr182n6183n3	1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))
12dgr1619Z204n6_c	12dgr1619Z204n6	1,2-Diacyl-sn-glycerol(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))
cdp12dgr1601619Z_c	cdp12dgr1601619Z	CDP-1,2-diacyl-sn-glycerol(16:0/16:1(9Z))
cdp12dgr161_c	cdp12dgr161	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:1(9Z))
cdp12dgr182n61619Z_c	cdp12dgr182n61619Z	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/16:1(9Z))
cdp12dgr182n6205n3_c	cdp12dgr182n6205n3	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pe1401619Z_c	pe1401619Z	Phosphatidylethanolamine(14:0/16:1(9Z))
pe1601819Z_c	pe1601819Z	Phosphatidylethanolamine(16:0/18:1(9Z))
pe160205n3_c	pe160205n3	Phosphatidylethanolamine(16:0/20:5(5Z,8Z,11Z,14Z,17Z))
pe1619Z140_c	pe1619Z140	Phosphatidylethanolamine(16:1(9Z)/14:0)
pe1619Z160_c	pe1619Z160	Phosphatidylethanolamine(16:1(9Z)/16:0)
pe180160_c	pe180160	Phosphatidylethanolamine(18:0/16:0)
pe1801619Z_c	pe1801619Z	Phosphatidylethanolamine(18:0/16:1(9Z))
pe1819Z160_c	pe1819Z160	Phosphatidylethanolamine(18:1(9Z)/16:0)
pe1819Z205n3_c	pe1819Z205n3	Phosphatidylethanolamine(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pe1819Z226n3_c	pe1819Z226n3	Phosphatidylethanolamine(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
pe205n3140_c	pe205n3140	Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)
pe205n31819Z_c	pe205n31819Z	Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))
pe205n3226n3_c	pe205n3226n3	Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
pe226n31619Z_c	pe226n31619Z	Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))
pe226n3205n3_c	pe226n3205n3	Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pe226n3_c	pe226n3	Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
pe182n6140_c	pe182n6140	Phosphatidylethanolamine(18:2(9Z,12Z)/14:0)
pe182n61619Z_c	pe182n61619Z	Phosphatidylethanolamine(18:2(9Z,12Z)/16:1(9Z))
pe182n6180_c	pe182n6180	Phosphatidylethanolamine(18:2(9Z,12Z)/18:0)
pe182_9_12_c	pe182_9_12	Phosphatidylethanolamine(18:2(9Z,12Z)/18:2(9Z,12Z))
pe205n3183n6_c	pe205n3183n6	Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))
pe182n6183n3_c	pe182n6183n3	Phosphatidylethanolamine(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))
pe180204n6_c	pe180204n6	Phosphatidylethanolamine(18:0/20:4(5Z,8Z,11Z,14Z))
pe1819Z204n6_c	pe1819Z204n6	Phosphatidylethanolamine(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))
pail160_c	pail160	Phosphatidylinositol(16:0/16:0)
pail1619Z205n3_c	pail1619Z205n3	Phosphatidylinositol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pail182_9_12_c	pail182_9_12	Phosphatidylinositol(18:2(9Z,12Z)/18:2(9Z,12Z))
pail182n6205n3_c	pail182n6205n3	Phosphatidylinositol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pail4p1619Z160_c	pail4p1619Z160	1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:0)
pail4p205n3_c	pail4p205n3	1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pail4p1619Z182n6_c	pail4p1619Z182n6	1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/18:2(9Z,12Z))
pail4p182n61619Z_c	pail4p182n61619Z	1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:1(9Z))
pail45p1601619Z_c	pail45p1601619Z	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:1(9Z))
pail45p1619Z205n3_c	pail45p1619Z205n3	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
pail45p205n31619Z_c	pail45p205n31619Z	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))
pail45p182n61619Z_c	pail45p182n61619Z	1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/16:1(9Z))
pail3p161_c	pail3p161	1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:1(9Z))
pail3p205n3160_c	pail3p205n3160	1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)
pail3p1619Z182n6_c	pail3p1619Z182n6	1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/18:2(9Z,12Z))
pail3p182n61619Z_c	pail3p182n61619Z	1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:1(9Z))
pail3p182_9_12_c	pail3p182_9_12	1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))
1agpe226_c	1agpe226	1-22:6(4Z,7Z,10Z,13Z,16Z,19Z)-2-lysophosphatidylethanolamine
tag160160183n6_c	tag160160183n6	Triacylglycerol (16:0/16:0/18:3(6Z,9Z,12Z))
tag160204n6160_c	tag160204n6160	Triacylglycerol (16:0/20:4(5Z,8Z,11Z,14Z)/16:0)
tag1619Z140182n6_c	tag1619Z140182n6	Triacylglycerol (16:1(9Z)/14:0/18:2(9Z,12Z))
tag1601619Z183n6_c	tag1601619Z183n6	Triacylglycerol (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))
tag1819Z205n3226n3_c	tag1819Z205n3226n3	Triacylglycerol (18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
tag1619Z160182n6_c	tag1619Z160182n6	Triacylglycerol (16:1(9Z)/16:0/18:2(9Z,12Z))
tag160160160_c	tag160160160	Triacylglycerol (16:0/16:0/16:0)
tag1619Z1619Z183n6_c	tag1619Z1619Z183n6	Triacylglycerol (16:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z))
tag1619Z1619Z182n6_c	tag1619Z1619Z182n6	Triacylglycerol (16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))
tag1819Z1619Z1619Z_c	tag1819Z1619Z1619Z	Triacylglycerol (18:1(9Z)/16:1(9Z)/16:1(9Z))
tag1619Z205n3183n6_c	tag1619Z205n3183n6	Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))
mag140_c	mag140	1-acylglycerol (14:0)
mag226n3_c	mag226n3	1-acylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z))
